,省份,城市,河流,流域,断面名称,水质类别,水温,pH,pH类别,溶解氧,溶解氧类别,高锰酸盐指数,高锰酸盐类别,氨氮,氨氮类别,总磷,总氮,电导率,浊度,叶绿素,藻密度,站点情况
2023-03-01 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,12.78,8.1,-,9.32,-,2.515,-,0.0986,-,0.1035,2.67,669.0,3.8,,,正常
2023-03-01 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,12.6,8.1,-,9.17,-,2.26,-,0.1152,-,0.081,2.438,665.0,3.5,,,正常
2023-03-01 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,12.69,8.06,-,8.84,-,2.413,-,0.1387,-,0.0851,2.731,674.0,2.5,,,正常
2023-03-01 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.6,8.16,-,10.92,-,2.364,-,0.1099,-,0.0766,2.644,675.0,2.4,,,正常
2023-03-01 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,17.43,8.22,-,11.44,-,2.303,-,0.0952,-,0.0798,2.503,672.0,2.5,,,正常
2023-03-01 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,14.9,8.2,-,10.03,-,2.243,-,0.0972,-,0.0716,2.746,689.0,1.4,,,正常
2023-03-02 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,13.55,8.09,-,8.8,-,2.323,-,0.1064,-,0.0727,2.679,683.0,2.4,,,正常
2023-03-02 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,13.3,8.0,-,8.1,-,2.117,-,0.1211,-,0.067,2.566,679.0,2.2,,,正常
2023-03-02 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,13.13,7.88,-,7.33,-,1.955,-,0.1475,-,0.07,2.769,688.0,1.4,,,正常
2023-03-02 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,14.75,8.05,-,10.18,-,2.284,-,0.1152,-,0.0712,2.592,674.0,2.3,,,正常
2023-03-02 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.46,8.25,-,12.27,-,2.098,-,0.0977,-,0.0637,2.51,663.0,2.6,,,正常
2023-03-02 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,14.39,8.15,-,10.31,-,1.933,-,0.0986,-,0.0628,2.857,676.0,1.3,,,正常
2023-03-03 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,13.91,7.89,-,7.47,-,1.914,-,0.1094,-,0.0639,3.049,690.0,1.0,,,正常
2023-03-03 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,12.75,7.83,-,7.2,-,1.914,-,0.1279,-,0.0657,2.983,684.0,0.9,,,正常
2023-03-03 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,12.28,7.98,-,8.61,-,2.057,-,0.1367,-,0.068,2.462,658.0,2.6,,,正常
2023-03-03 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,18.01,8.07,-,11.35,-,2.043,-,0.1094,-,0.0707,2.553,654.0,1.5,,,正常
2023-03-03 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,18.99,8.14,-,10.56,-,1.914,-,0.0962,-,0.0706,2.544,646.0,1.9,,,正常
2023-03-03 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,14.31,8.09,-,9.29,-,1.914,-,0.1016,-,0.082,2.524,638.0,3.6,,,正常
2023-03-04 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,12.81,7.99,-,8.06,-,1.796,-,0.1079,-,0.0609,2.304,620.0,1.7,,,正常
2023-03-04 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,12.42,7.99,-,8.63,-,1.87,-,0.1221,-,0.0616,2.215,603.0,1.9,,,正常
2023-03-04 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,12.74,7.97,-,9.01,-,1.952,-,0.1377,-,0.0713,2.313,587.0,2.8,,,正常
2023-03-04 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,18.54,8.13,-,10.78,-,1.906,-,0.1147,-,0.0699,2.195,571.0,9.0,,,正常
2023-03-04 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,20.15,8.19,-,10.61,-,1.851,-,0.0825,-,0.0711,2.514,599.0,8.8,,,正常
2023-03-04 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.14,8.19,-,9.22,-,1.796,-,0.0811,-,0.0601,2.043,564.0,1.7,,,正常
2023-03-05 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,14.09,7.99,-,8.42,-,1.854,-,0.0894,-,0.0753,2.321,592.0,3.6,,,正常
2023-03-05 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,13.49,7.98,-,7.82,-,1.854,-,0.0967,-,0.061,1.95,569.0,1.4,,,正常
2023-03-05 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,13.36,7.85,-,7.29,-,1.873,-,0.1187,-,0.0659,2.347,592.0,1.4,,,正常
2023-03-05 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,19.12,8.2,-,11.47,-,1.974,-,0.0854,-,0.0635,1.934,557.0,6.1,,,正常
2023-03-05 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,20.35,8.42,-,14.0,-,1.966,-,0.0801,-,0.071,2.028,559.0,8.5,,,正常
2023-03-05 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.06,8.21,-,9.6,-,2.002,-,0.0791,-,0.0669,1.977,567.0,2.6,,,正常
2023-03-06 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.17,7.96,-,7.87,-,2.043,-,0.082,-,0.0707,2.369,593.0,1.6,,,正常
2023-03-06 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,14.3,7.98,-,7.84,-,1.911,-,0.0996,-,0.0619,2.05,561.0,1.7,,,正常
2023-03-06 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,14.42,7.87,-,7.55,-,2.24,-,0.1211,-,0.0815,2.647,587.0,2.9,,,正常
2023-03-06 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,18.59,8.16,-,11.01,-,2.24,-,0.1211,-,0.0815,2.647,549.0,5.4,,,正常
2023-03-06 16:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-06 20:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-07 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-07 04:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-07 08:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-07 12:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-07 16:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-07 20:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-08 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-08 04:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-08 08:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-08 12:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-08 16:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-08 20:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-09 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-09 04:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-09 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.37,7.9,-,7.09,-,2.158,-,0.103,-,0.0678,1.926,519.0,2.2,,,正常
2023-03-09 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,19.98,7.99,-,9.7,-,2.249,-,0.0884,-,0.0789,2.337,550.0,4.4,,,正常
2023-03-09 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,19.97,8.42,-,12.62,-,2.328,-,0.0771,-,0.0682,1.736,497.0,1.8,,,正常
2023-03-09 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,18.1,8.28,-,9.89,-,2.493,-,0.0781,-,0.0687,2.191,532.0,1.6,,,正常
2023-03-10 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.71,8.03,-,7.95,-,2.24,-,0.0776,-,0.063,1.695,500.0,2.3,,,正常
2023-03-10 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.19,8.0,-,7.9,-,2.04,-,0.0913,-,0.0626,1.656,493.0,3.3,,,正常
2023-03-10 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.18,7.86,-,6.86,-,2.199,-,0.1055,-,0.0711,1.918,520.0,2.8,,,正常
2023-03-10 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,17.86,8.0,-,9.84,-,2.498,-,0.7539,-,0.0782,2.146,540.0,1.7,,,正常
2023-03-10 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,19.87,8.3,-,12.29,-,2.235,-,0.0605,-,0.0707,2.022,526.0,3.3,,,正常
2023-03-10 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,17.08,8.11,-,8.21,-,2.526,-,0.0781,-,0.0929,2.061,521.0,4.1,,,正常
2023-03-11 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.35,7.97,-,7.13,-,2.265,-,0.0557,-,0.0628,1.676,503.0,2.3,,,正常
2023-03-11 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.35,7.84,-,6.47,-,2.262,-,0.0845,-,0.0726,2.033,539.0,1.8,,,正常
2023-03-11 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.37,7.79,-,6.44,-,2.122,-,0.1138,-,0.0728,2.28,551.0,1.6,,,正常
2023-03-11 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,22.11,8.21,-,12.1,-,2.122,-,0.1138,-,0.0728,2.28,484.0,3.0,,,正常
2023-03-11 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,23.72,8.53,-,15.17,-,2.375,-,0.0593,-,0.0711,1.795,492.0,1.8,,,正常
2023-03-11 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,18.65,8.15,-,8.74,-,2.26,-,0.0674,-,0.0719,1.821,509.0,2.1,,,正常
2023-03-12 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.22,8.03,-,7.38,-,2.26,-,0.0674,-,0.0719,1.821,507.0,2.1,,,正常
2023-03-12 04:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-12 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.92,8.02,-,7.74,-,2.117,-,0.0859,-,0.0621,1.689,489.0,2.3,,,正常
2023-03-12 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,17.39,8.29,-,11.44,-,2.471,-,0.1099,-,0.0675,1.727,496.0,2.3,,,正常
2023-03-12 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,19.11,8.43,-,12.3,-,2.342,-,0.0806,-,0.0743,2.201,520.0,2.7,,,正常
2023-03-12 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.74,8.3,-,9.45,-,2.265,-,0.0825,-,0.0638,1.712,492.0,2.8,,,正常
2023-03-13 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,13.75,7.92,-,7.47,-,2.235,-,0.1406,-,0.0923,2.306,540.0,5.5,,,正常
2023-03-13 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,14.75,8.01,-,7.95,-,2.164,-,0.1177,-,0.0586,1.657,489.0,3.4,,,正常
2023-03-13 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,20.17,8.39,-,13.47,-,2.158,-,0.0947,-,0.0643,1.972,505.0,3.3,,,正常
2023-03-13 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,21.87,8.65,-,15.67,-,2.131,-,0.0859,-,0.0659,2.065,505.0,3.2,,,正常
2023-03-13 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.65,8.28,-,8.87,-,2.048,-,0.0903,-,0.0664,1.73,488.0,2.2,,,正常
2023-03-14 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,14.87,8.0,-,7.07,-,1.999,-,0.0903,-,0.0559,1.743,497.0,2.2,,,正常
2023-03-14 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,14.0,7.86,-,6.63,-,1.955,-,0.1064,-,0.056,2.27,532.0,2.7,,,正常
2023-03-14 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,14.41,7.81,-,6.55,-,2.027,-,0.1328,-,0.0657,2.506,542.0,2.5,,,正常
2023-03-14 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,20.23,8.24,-,13.1,-,2.007,-,0.0981,-,0.0644,2.41,530.0,2.9,,,正常
2023-03-14 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,20.99,8.35,-,10.95,-,1.983,-,0.0898,-,0.0733,2.148,524.0,4.3,,,正常
2023-03-14 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.99,8.44,-,9.84,-,2.103,-,0.0854,-,0.0632,1.749,486.0,2.2,,,正常
2023-03-15 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.44,8.03,-,6.81,-,1.996,-,0.0874,-,0.057,2.132,518.0,1.2,,,正常
2023-03-15 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,14.3,7.86,-,6.34,-,1.974,-,0.1045,-,0.0567,2.282,536.0,2.0,,,正常
2023-03-15 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.15,7.98,-,7.66,-,2.062,-,0.1191,-,0.0564,1.752,490.0,2.6,,,正常
2023-03-15 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,17.56,8.32,-,12.38,-,2.32,-,0.0952,-,0.0631,1.967,498.0,2.4,,,正常
2023-03-15 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,18.88,8.57,-,14.07,-,2.205,-,0.0874,-,0.0593,2.279,517.0,2.7,,,正常
2023-03-15 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.93,8.28,-,9.74,-,1.933,-,0.0889,-,0.0549,2.348,535.0,1.5,,,正常
2023-03-16 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.06,8.07,-,8.1,-,1.832,-,0.0928,-,0.0533,1.808,492.0,2.1,,,正常
2023-03-16 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.81,7.93,-,6.88,-,1.75,-,0.104,-,0.0499,1.867,499.0,1.6,,,正常
2023-03-16 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.36,7.84,-,6.48,-,1.892,-,0.1436,-,0.0612,2.228,534.0,1.4,,,正常
2023-03-16 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,20.71,8.26,-,12.73,-,1.873,-,0.1196,-,0.0717,2.209,524.0,3.3,,,正常
2023-03-16 16:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-16 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,18.76,8.23,-,9.21,-,1.911,-,0.1191,-,0.0758,1.932,532.0,2.4,,,正常
2023-03-17 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.99,8.1,-,7.52,-,1.942,-,0.0928,-,0.0508,1.531,491.0,1.5,,,正常
2023-03-17 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.12,7.91,-,6.48,-,1.933,-,0.0908,-,0.0518,1.815,518.0,1.8,,,正常
2023-03-17 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.73,7.81,-,6.25,-,2.068,-,0.1162,-,0.061,2.12,539.0,1.8,,,正常
2023-03-17 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.52,8.06,-,10.23,-,2.021,-,0.0967,-,0.0639,2.183,534.0,1.7,,,正常
2023-03-17 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,17.8,8.64,-,14.66,-,2.125,-,0.0762,-,0.0621,2.091,522.0,4.7,,,正常
2023-03-17 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.91,8.33,-,10.27,-,2.016,-,0.0781,-,0.0622,2.14,535.0,1.7,,,正常
2023-03-18 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.42,7.9,-,6.76,-,1.914,-,0.0952,-,0.0557,2.222,541.0,1.1,,,正常
2023-03-18 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.73,7.81,-,6.28,-,1.788,-,0.1152,-,0.0587,2.266,544.0,1.3,,,正常
2023-03-18 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.69,7.79,-,6.06,-,2.098,-,0.1484,-,0.0722,2.36,547.0,2.0,,,正常
2023-03-18 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,18.21,8.19,-,9.61,-,2.068,-,0.0942,-,0.0757,1.776,499.0,3.3,,,正常
2023-03-18 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,18.81,8.56,-,10.85,-,2.095,-,0.0806,-,0.0645,1.645,475.0,4.6,,,正常
2023-03-18 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.95,8.29,-,8.3,-,2.021,-,0.0879,-,0.061,1.637,481.0,2.5,,,正常
2023-03-19 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.44,8.2,-,8.32,-,2.048,-,0.0908,-,0.0649,1.572,479.0,3.5,,,正常
2023-03-19 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.2,8.13,-,8.02,-,1.961,-,0.1021,-,0.0601,1.528,476.0,3.1,,,正常
2023-03-19 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.34,7.92,-,7.01,-,2.054,-,0.1167,-,0.063,1.853,509.0,1.9,,,正常
2023-03-19 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.77,8.01,-,9.27,-,2.229,-,0.123,-,0.0805,2.201,540.0,2.1,,,正常
2023-03-19 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,17.49,8.12,-,9.99,-,2.057,-,0.0981,-,0.0721,2.162,545.0,1.8,,,正常
2023-03-19 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.73,8.0,-,7.97,-,2.098,-,0.1943,-,0.0941,2.284,543.0,1.3,,,正常
2023-03-20 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,16.34,7.73,-,4.81,-,2.63,-,0.8867,-,0.1694,2.924,550.0,1.7,,,正常
2023-03-20 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅳ,16.16,7.82,-,6.46,-,3.066,-,0.3164,-,0.2311,2.397,530.0,6.5,,,正常
2023-03-20 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.92,7.94,-,6.8,-,1.974,-,0.126,-,0.0943,1.843,495.0,2.6,,,正常
2023-03-20 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.19,7.99,-,8.36,-,2.062,-,0.106,-,0.0883,2.105,523.0,1.5,,,正常
2023-03-20 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,19.01,8.4,-,12.05,-,2.144,-,0.082,-,0.088,1.935,525.0,3.3,,,正常
2023-03-20 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,17.3,8.08,-,8.39,-,2.221,-,0.1104,-,0.0921,2.144,550.0,1.4,,,正常
2023-03-21 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.17,8.1,-,7.88,-,1.914,-,0.082,-,0.0692,1.667,503.0,1.7,,,正常
2023-03-21 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,15.56,7.87,-,6.28,-,2.29,-,0.3281,-,0.1044,2.212,535.0,2.1,,,正常
2023-03-21 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.73,7.95,-,7.26,-,1.873,-,0.1416,-,0.0741,1.84,505.0,2.1,,,正常
2023-03-21 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,20.61,8.3,-,11.57,-,2.09,-,0.0967,-,0.0807,1.935,514.0,2.7,,,正常
2023-03-21 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,19.2,8.14,-,8.71,-,2.679,-,0.0996,-,0.1486,2.258,540.0,9.5,,,正常
2023-03-21 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,17.37,8.16,-,8.03,-,2.103,-,0.084,-,0.0697,1.73,500.0,1.8,,,正常
2023-03-22 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.8,7.94,-,6.67,-,2.016,-,0.085,-,0.063,1.795,529.0,1.4,,,正常
2023-03-22 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,16.52,7.78,-,5.39,-,1.974,-,0.2236,-,0.0873,2.202,557.0,1.3,,,正常
2023-03-22 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.29,7.93,-,6.79,-,2.112,-,0.168,-,0.0852,1.837,507.0,2.1,,,正常
2023-03-22 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.91,8.06,-,9.07,-,2.188,-,0.1602,-,0.0893,2.032,518.0,1.0,,,正常
2023-03-22 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.57,8.26,-,10.58,-,2.287,-,0.1128,-,0.0874,2.291,554.0,1.3,,,正常
2023-03-22 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.92,8.19,-,8.4,-,2.221,-,0.0918,-,0.0789,2.029,539.0,1.7,,,正常
2023-03-23 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.42,8.05,-,7.01,-,2.158,-,0.0879,-,0.0663,1.986,539.0,0.9,,,正常
2023-03-23 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.37,8.05,-,7.39,-,2.208,-,0.1245,-,0.0822,1.79,521.0,1.8,,,正常
2023-03-23 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.17,7.89,-,6.18,-,2.18,-,0.1787,-,0.0912,2.155,538.0,1.7,,,正常
2023-03-23 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.79,8.19,-,9.41,-,2.32,-,0.1025,-,0.0837,1.787,522.0,2.4,,,正常
2023-03-23 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,16.38,8.55,-,12.06,-,2.273,-,0.0796,-,0.0706,1.868,523.0,2.2,,,正常
2023-03-23 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.36,8.3,-,8.97,-,2.24,-,0.0903,-,0.0711,1.788,525.0,2.0,,,正常
2023-03-24 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.03,8.04,-,7.18,-,2.076,-,0.0923,-,0.0693,1.991,543.0,1.6,,,正常
2023-03-24 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,14.59,7.81,-,5.61,-,2.117,-,0.2256,-,0.116,2.881,575.0,1.3,,,正常
2023-03-24 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,14.98,8.0,-,7.61,-,2.345,-,0.1367,-,0.1317,2.137,543.0,3.0,,,正常
2023-03-24 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,17.49,7.91,-,10.05,-,2.926,-,0.0923,-,0.1035,1.847,528.0,5.9,,,正常
2023-03-24 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,19.43,8.25,-,12.29,-,2.106,-,0.0767,-,0.074,1.788,524.0,5.1,,,正常
2023-03-24 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,17.22,7.9,-,9.56,-,2.268,-,0.127,-,0.0988,2.446,564.0,1.2,,,正常
2023-03-25 00:00:00,四川省,德阳市,绵远河,长江流域,八角,劣Ⅴ,15.96,7.49,-,6.32,-,6.132,-,0.2002,-,0.7094,3.507,576.0,19.5,,,正常
2023-03-25 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,15.4,7.66,-,7.16,-,2.537,-,0.1211,-,0.1232,2.122,535.0,1.3,,,正常
2023-03-25 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.43,7.54,-,6.68,-,2.057,-,0.1455,-,0.0981,2.576,559.0,1.3,,,正常
2023-03-25 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,18.93,7.74,-,10.13,-,2.487,-,0.127,-,0.1367,2.917,578.0,5.5,,,正常
2023-03-25 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,21.04,8.12,-,12.07,-,2.139,-,0.0801,-,0.0845,2.094,533.0,7.7,,,正常
2023-03-25 20:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-26 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-26 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,15.5,7.49,-,6.07,-,2.12,-,0.1865,-,0.1097,2.852,574.0,1.1,,,正常
2023-03-26 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,15.31,7.56,-,7.0,-,2.221,-,0.1641,-,0.1026,2.472,556.0,1.7,,,正常
2023-03-26 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.96,7.81,-,9.96,-,2.29,-,0.0991,-,0.0795,2.355,545.0,1.3,,,正常
2023-03-26 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,16.96,7.95,-,10.39,-,2.591,-,0.0889,-,0.1166,2.703,560.0,2.5,,,正常
2023-03-26 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.96,7.86,-,8.43,-,2.35,-,0.0879,-,0.0963,2.238,540.0,1.6,,,正常
2023-03-27 00:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅱ,15.61,7.67,-,7.2,-,2.35,-,0.105,-,0.1014,2.396,545.0,2.0,,,正常
2023-03-27 04:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,15.29,7.58,-,6.63,-,2.325,-,0.1113,-,0.1221,2.654,550.0,1.5,,,正常
2023-03-27 08:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,15.23,7.55,-,6.66,-,2.399,-,0.1562,-,0.1111,2.467,548.0,1.6,,,正常
2023-03-27 12:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,19.54,7.81,-,9.91,-,2.841,-,0.1021,-,0.142,2.543,554.0,4.3,,,正常
2023-03-27 16:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,18.62,8.12,-,11.84,-,5.803,-,0.083,-,0.1115,2.12,532.0,3.3,,,正常
2023-03-27 20:00:00,四川省,德阳市,绵远河,长江流域,八角,Ⅲ,17.28,7.83,-,8.28,-,2.526,-,0.0889,-,0.0944,2.416,554.0,1.4,,,正常
